代码,名称,今日涨幅
600222,太龙药业,10.06
600480,凌云股份,10.05
600748,上实发展,10.04
000678,襄阳轴承,10.03
002474,榕基软件,10.03
002629,仁智股份,10.02
002346,柘中股份,9.99
603758,秦安股份,9.98
002030,达安基因,9.93
600249,两面针,7.07
603960,克来机电,5.73
603223,恒通股份,5.64
002861,瀛通通讯,5.42
002669,康达新材,5.21
002519,银河电子,4.99
002040,南 京 港,4.79
002038,双鹭药业,4.68
600889,南京化纤,4.2
605555,德昌股份,4.17
600756,浪潮软件,3.55
002608,江苏国信,3.4
002651,利君股份,2.97
603166,福达股份,2.96
000937,冀中能源,2.83
002166,莱茵生物,2.7
002065,东华软件,2.21
600284,浦东建设,1.95
